quarter,time,call_category,call_type,committing_player,committing_team,disadvantaged_player,disadvantaged_team,decision,indirect,comment,flag,date,away,home,winner,game,video,ref_1,ref_2,ref_3,game_info,source
Q4,02:00.0,Turnover,Traveling,Shaun Livingston,Warriors,,Celtics,CC,,Livingston (GSW) moves his pivot foot heel to toe.,,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=507,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:45.0,Foul,Personal,Avery Bradley,Celtics,Stephen Curry,Warriors,CNC,,Bradley (BOS) knocks the ball away from Curry (GSW) in the back court.,,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=1285,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:41.7,Turnover,8 Second Violation,,,,,CNC,true,", , The ball passes over midcourt before eight seconds while still in team possession.",,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=1286,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:31.7,Foul,Personal,Isaiah Thomas,Celtics,Andre Iguodala,Warriors,CNC,,Thomas (BOS) cleanly knocks the ball away from Iguodala (GSW),,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=1288,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:24.8,Turnover,Traveling,Jae Crowder,Celtics,Harrison Barnes,Warriors,INC,,Crowder (BOS) moves his left pivot foot after receiving the ball.,,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=1289,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:22.6,Turnover,Out of Bounds,Avery Bradley,Celtics,,Warriors,INC,,Bradley (BOS) steps out of bounds while pump faking.,,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=1290,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:17.8,Foul,Personal,Draymond Green,Warriors,Isaiah Thomas,Celtics,CC,,Green (GSW) grabs the arm of Thomas (BOS).,,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=530,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:10.5,Foul,Personal,Avery Bradley,Celtics,Stephen Curry,Warriors,CC,,Bradley (BOS) commits a take foul on Curry (GSW).,,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=534,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,00:02.9,Foul,Personal,Avery Bradley,Celtics,Stephen Curry,Warriors,CC,,Bradley (BOS) commits a take foul on Curry (GSW).,,"Mar 01, 2015",Warriors,Celtics,Warriors,"Warriors @ Celtics (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400880&eventNum=541,#19 James Capers,#12 Violet Palmer,#29 Mark Lindsay,http://www.nba.com/games/20150301/GSWBOS/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-GSW-BOS-3-1-15.pdf
Q4,01:52.0,Foul,Shooting,Josh Smith,Rockets,Kevin Love,Cavaliers,CNC,,Smith (HOU) does not make contact with Love (CLE) as he attempts the layup.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1308,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q4,01:43.0,Foul,Shooting,James Harden,Rockets,,Cavaliers,CC,,J.R. Smith Smith (CLE) makes contact with the body of Harden (HOU) and the contact affects his movement to the basket.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=548,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q4,01:32.0,Foul,Shooting,Trevor Ariza,Rockets,LeBron James,Cavaliers,CC,,Ariza (HOU) makes contact with the shoulder of James (CLE) while trying to strip the ball from behind.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=553,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q4,01:09.0,Foul,Loose Ball,Terrence Jones,Rockets,Tristan Thompson,Cavaliers,CC,,Jones (HOU) makes contact with the arm of Thompson (CLE) causing him to lose control of the rebound.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=561,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q4,00:53.0,Foul,Shooting,Tristan Thompson,-error: no reference to player in comment,Josh Smith,Rockets,CNC,,Smith (HOU) loses the ball as he goes up for the shot in the paint.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1303,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q4,00:29.1,Foul,Shooting,Terrence Jones,Rockets,LeBron James,Cavaliers,CNC,,Jones (HOU) maintains verticality on drive by James (CLE).,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1309,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,04:34.0,Foul,Shooting,Tristan Thompson,Cavaliers,Terrence Jones,Rockets,CC,,Thompson (CLE) makes contact to the head of Jones (HOU) from behind on the jump shot.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=590,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,04:34.0,Instant Replay,Support Ruling,,,,,CC,,"After communicating with the Replay Center, the foul was confirmed to have taken place prior to the shot clock expiring.",,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=592,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,04:05.0,Foul,Personal,LeBron James,Cavaliers,James Harden,Rockets,CNC,,James (CLE) knocks the ball away from Harden (HOU) as he tries to split the perimeter trap.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1305,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,03:54.0,Foul,Double Personal,LeBron James,Cavaliers,James Harden,Rockets,INC,,Harden (HOU) walks into space occupied by James (CLE). Contact escalates and should have resulted in a double personal foul.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1306,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,02:51.0,Foul,Shooting,Josh Smith,Rockets,LeBron James,Cavaliers,CNC,,Smith (HOU) plays legal defense on the drive to the basket by James (CLE.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1299,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,02:50.0,Foul,Loose Ball,Trevor Ariza,Rockets,Tristan Thompson,Cavaliers,CNC,,"Ariza (HOU) and Thompson (CLE) lock up to start, but release prior to attempting the rebound.",,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1300,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,02:21.0,Foul,Shooting,Kevin Love,Cavaliers,Josh Smith,Rockets,CC,,Love (CLE) makes contact with the arm of Smith (HOU) and the contact affects his movement to the basket.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=614,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,01:02.0,Foul,Offensive,James Harden,Rockets,LeBron James,Cavaliers,INC,,"As Harden (HOU) starts his drive to the basket, he clamps the arm of James (CLE) and an offensive foul should have been called.",,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1301,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,01:01.0,Foul,Personal,LeBron James,Cavaliers,James Harden,Rockets,INC,,"After the initial hook by Harden (HOU), James (CLE) fouls by pulling him. The foul causes Harden to lose his pivot foot.",,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1301,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,00:55.9,Turnover,24 Second Violation,,,,,CC,,", Correctly called 24 Second Violation.",,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=625,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,00:27.5,Foul,Personal,Josh Smith,Cavaliers,,Rockets,CNC,,"J.R. Smith Smith (CLE) makes contact with the ball, causing Smith (HOU) to lose control.",,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=1302,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,00:04.2,Foul,Shooting,Josh Smith,Rockets,LeBron James,Cavaliers,CC,,"While attempting to be vertical, Smith (HOU) jumps and turns into the James (CLE).",,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=634,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,00:01.5,Foul,Personal,James Harden,Rockets,,Cavaliers,CC,,J.R. Smith Smith (CLE) commits the take foul on Harden (HOU).,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=640,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,00:00.6,Foul,Personal,LeBron James,Cavaliers,James Harden,Rockets,CC,,James (CLE) commits the take foul on Harden (HOU).,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=646,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q5,00:00.3,Instant Replay,Support Ruling,,,,,CC,,The free throw attempt is taken at 00.6 and the timeout awarded immediately after Smith (CLE) gains possession while in the air.  A minimum of 00.3 must come off the game clock after the free throw attempt.,,"Mar 01, 2015",Cavaliers,Rockets,Rockets,"Cavaliers @ Rockets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400883&eventNum=653,#43 Dan Crawford,#38 Michael Smith,#6 Tony Brown,http://www.nba.com/games/20150301/CLEHOU/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-CLE-HOU-3-1-15.pdf
Q4,01:57.0,Foul,Shooting,Kenneth Faried,-error: no reference to player in comment,Tyreke Evans,Pelicans,CC,,Foul is warranted; however there is a foul commited by Foye (DEN) prior to it for grabbing the arm of Evans (NOP).,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=487,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:50.0,Foul,Shooting,Eric Gordon,Pelicans,Ty Lawson,Nuggets,CC,,Gordon (NOP) makes contact with the arm of Lawson (DEN) and the contact affects his movement to the basket.,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=492,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:30.0,Foul,Personal,Wilson Chandler,Nuggets,Omer Asik,Pelicans,CC,,Chandler (DEN) grabs the arm of Asik (NOP) after he secures the rebound.,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=499,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:23.0,Stoppage,Out-of-Bounds,,,,,CC,,OOB correctly awarded to New Orleans.,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=512,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:21.0,Foul,Personal,Will Barton,Nuggets,Eric Gordon,Pelicans,CC,,Barton (DEN) commits a take foul on Gordon (NOP).,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=513,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:09.0,Foul,Shooting,Norris Cole,Pelicans,Danilo Gallinari,Nuggets,CC,,Cole (NOP) makes contact with the body of Gallinari (DEN) and the contact affects his movement to the basket.,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=518,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:08.0,Foul,Loose Ball,Dante Cunningham,Pelicans,Wilson Chandler,Nuggets,INC,,"Cunningham (NOP) clamps Chandler's (DEN) arm, preventing him from getting to the rebound.",,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=1230,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:07.0,Instant Replay,Support Ruling,,,,,CC,,"After communication with the Replay Center, the call is upheld.",,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=527,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:07.0,Stoppage,Out-of-Bounds,,,,,CC,,Ball is awarded to New Orleans and referees initiate replay to confirm.,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=524,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:01.0,Foul,Personal,Wilson Chandler,Nuggets,Jimmer Fredette,Pelicans,CC,,Chandler (DEN) commits a take foul on Fredette (NOP).,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=534,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,00:47.1,Foul,Personal,Ty Lawson,Nuggets,Norris Cole,Pelicans,CC,,Lawson (DEN) commits a take foul on Cole (NOP).,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=541,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,00:38.3,Foul,Personal,Ty Lawson,Nuggets,Tyreke Evans,Pelicans,CC,,Lawson (DEN) commits a take foul on Evans (NOP).,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=549,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,00:28.4,Foul,Personal,Wilson Chandler,Nuggets,Tyreke Evans,Pelicans,CC,,Chandler (DEN) commits the take foul on Evans (NOP).,,"Mar 01, 2015",Pelicans,Nuggets,Pelicans,"Pelicans @ Nuggets (Mar 01, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400884&eventNum=555,#10 Ron Garretson,#16 David Guthrie,#21 Dedric Taylor,http://www.nba.com/games/20150301/NOPDEN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-NOP-DEN-3-1-15.pdf
Q4,01:43.0,Foul,Personal,Chris Paul,Clippers,Andrew Wiggins,Timberwolves,CC,,Paul (LAC) hits Wiggins' (MIN) arm before knocking the ball away.,,"Mar 02, 2015",Clippers,Timberwolves,Clippers,"Clippers @ Timberwolves (Mar 02, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400888&eventNum=504,#65 Sean Wright,#58 Josh Tiven,#64 Justin VanDuyne,http://www.nba.com/games/20150302/LACMIN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-LAC-MIN-3-2-15.pdf
Q4,01:20.0,Foul,Shooting,Spencer Hawes,Clippers,Andrew Wiggins,Timberwolves,INC,,Hawes (LAC) makes contact with Wiggins' (MIN) arm on his jump shot.,,"Mar 02, 2015",Clippers,Timberwolves,Clippers,"Clippers @ Timberwolves (Mar 02, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400888&eventNum=1327,#65 Sean Wright,#58 Josh Tiven,#64 Justin VanDuyne,http://www.nba.com/games/20150302/LACMIN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-LAC-MIN-3-2-15.pdf
Q4,01:06.0,Foul,Technical,JJ Redick,Clippers,,Timberwolves,CC,,"Redick (LAC) makes comments and gestures deemed contrary to the NBA's ""respect for the game"" guidelines and is issued a second unsportsmanlike technical.  All unsportsmanlike technicals are reviewed by Rod Thorn after games.",,"Mar 02, 2015",Clippers,Timberwolves,Clippers,"Clippers @ Timberwolves (Mar 02, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400888&eventNum=514,#65 Sean Wright,#58 Josh Tiven,#64 Justin VanDuyne,http://www.nba.com/games/20150302/LACMIN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-LAC-MIN-3-2-15.pdf
Q4,01:06.0,Foul,Double Technical,JJ Redick,Clippers,,Timberwolves,CC,,"Saunders, Flip / Coach Saunders (MIN) complains while on the court and is assessed an unsportsmanlike technical.  Redick (LAC) yells at Saunders and is assessed an unsportsmanlike technical. By rule, two technicals on opposing teams during a timeout offset (no shots).",,"Mar 02, 2015",Clippers,Timberwolves,Clippers,"Clippers @ Timberwolves (Mar 02, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400888&eventNum=513,#65 Sean Wright,#58 Josh Tiven,#64 Justin VanDuyne,http://www.nba.com/games/20150302/LACMIN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-LAC-MIN-3-2-15.pdf
Q4,01:06.0,Foul,Shooting,Kevin Garnett,Timberwolves,DeAndre Jordan,Clippers,CC,,Garnett (MIN) makes contact with the arm of Jordan (LAC) as he attempts his layup.,,"Mar 02, 2015",Clippers,Timberwolves,Clippers,"Clippers @ Timberwolves (Mar 02, 2015)",http://official.nba.com/last-two-minute-report/?gameNo=0021400888&eventNum=512,#65 Sean Wright,#58 Josh Tiven,#64 Justin VanDuyne,http://www.nba.com/games/20150302/LACMIN/gameinfo.html,http://official.nba.com/wp-content/uploads/sites/4/2015/03/L2M-LAC-MIN-3-2-15.pdf
